"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Totaal mannen en vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2015";"    1378";"    1556";"    1008";"    1604"
"Totaal mannen en vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2016";"    1376";"    1556";"    1010";"    1617"
"Totaal mannen en vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2017*";"    1401";"    1583";"    1022";"    1644"
"Totaal mannen en vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2018*";"    1432";"    1618";"    1045";"    1673"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2008";"     368";"     462";"     300";"     548"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2009";"     376";"     477";"     310";"     565"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2010";"     376";"     483";"     312";"     569"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2011";"     385";"     502";"     318";"     578"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2012";"     382";"     497";"     312";"     572"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2013";"     378";"     485";"     311";"     577"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2014";"     381";"     490";"     312";"     578"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2015";"     380";"     494";"     312";"     578"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2016";"     389";"     504";"     321";"     604"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2017*";"     397";"     513";"     327";"     615"
"Totaal mannen en vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2018*";"     404";"     524";"     335";"     628"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2008";"     153";"     199";"     123";"     230"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2009";"     156";"     203";"     127";"     236"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2010";"     155";"     205";"     128";"     238"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2011";"     158";"     210";"     130";"     242"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2012";"     158";"     209";"     127";"     242"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2013";"     158";"     207";"     128";"     246"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2014";"     162";"     212";"     130";"     248"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2015";"     162";"     215";"     132";"     247"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2016";"     166";"     220";"     136";"     260"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2017*";"     170";"     225";"     139";"     265"
"Totaal mannen en vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2018*";"     174";"     231";"     143";"     271"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2008";"     196";"     232";"     167";"     302"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2009";"     200";"     238";"     171";"     310"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2010";"     200";"     238";"     171";"     309"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2011";"     203";"     242";"     174";"     313"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2012";"     200";"     238";"     170";"     305"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2013";"     198";"     236";"     167";"     306"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2014";"     197";"     236";"     167";"     305"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2015";"     195";"     235";"     165";"     307"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2016";"     199";"     240";"     170";"     318"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2017*";"     202";"     243";"     171";"     322"
"Totaal mannen en vrouwen";"Totaal";"S Overige dienstverlening";"2018*";"     204";"     246";"     174";"     326"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2008";"      19";"      31";"      10";"      16"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2009";"      20";"      36";"      12";"      19"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2010";"      20";"      40";"      13";"      21"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2011";"      24";"      50";"      14";"      23"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2012";"      24";"      49";"      15";"      24"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2013";"      22";"      42";"      15";"      25"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2014";"      22";"      42";"      15";"      25"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2015";"      23";"      44";"      14";"      24"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2016";"      24";"      44";"      15";"      25"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2017*";"      25";"      45";"      17";"      28"
"Totaal mannen en vrouwen";"Totaal";"T Huishoudens";"2018*";"      26";"      47";"      17";"      31"
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2008";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2009";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2010";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2011";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2012";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2013";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2014";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2015";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2016";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2017*";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Totaal";"U Extraterritoriale organisaties";"2018*";"       .";"       .";"       .";"       ."
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2008";"    7531";"    8015";"    6087";"   10310"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2009";"    7459";"    7939";"    6007";"   10144"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2010";"    7397";"    7882";"    5950";"   10035"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2011";"    7444";"    7954";"    5954";"   10110"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2012";"    7400";"    7900";"    5898";"    9976"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2013";"    7286";"    7761";"    5803";"    9856"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2014";"    7245";"    7721";"    5769";"    9870"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2015";"    7315";"    7799";"    5820";"    9918"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2016";"    7425";"    7911";"    5929";"   10140"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2017*";"    7616";"    8117";"    6081";"   10389"
"Totaal mannen en vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2018*";"    7829";"    8347";"    6259";"   10671"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2008";"     107";"     119";"      79";"     138"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2009";"     104";"     116";"      79";"     140"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2010";"     102";"     114";"      77";"     136"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2011";"     102";"     114";"      77";"     137"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2012";"     101";"     113";"      76";"     135"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2013";"     100";"     112";"      77";"     137"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2014";"      99";"     111";"      76";"     137"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2015";"      98";"     109";"      75";"     134"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2016";"      99";"     110";"      76";"     138"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2017*";"     101";"     113";"      78";"     143"
"Totaal mannen en vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2018*";"     103";"     115";"      81";"     148"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2008";"       8";"       8";"       8";"      14"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2009";"       8";"       9";"       8";"      15"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2010";"       8";"       9";"       8";"      14"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2011";"       9";"       9";"       9";"      15"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2012";"       9";"       9";"       9";"      16"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2013";"      10";"      10";"       9";"      18"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2014";"      11";"      11";"      10";"      20"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2015";"      11";"      11";"      10";"      20"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2016";"      10";"      10";"      10";"      18"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2017*";"       8";"       8";"       8";"      16"
"Totaal mannen en vrouwen";"Werknemers";"B Delfstoffenwinning";"2018*";"       8";"       8";"       8";"      15"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2008";"     866";"     882";"     794";"    1387"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2009";"     841";"     857";"     772";"    1323"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2010";"     820";"     835";"     752";"    1311"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2011";"     815";"     830";"     744";"    1309"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2012";"     805";"     819";"     734";"    1286"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2013";"     792";"     806";"     724";"    1281"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2014";"     786";"     801";"     718";"    1280"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2015";"     787";"     802";"     719";"    1272"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2016";"     789";"     803";"     722";"    1277"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2017*";"     795";"     810";"     728";"    1282"
"Totaal mannen en vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2018*";"     811";"     826";"     743";"    1303"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2008";"     801";"     816";"     733";"    1276"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2009";"     776";"     790";"     709";"    1211"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2010";"     754";"     767";"     689";"    1196"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2011";"     747";"     761";"     680";"    1193"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2012";"     737";"     751";"     671";"    1172"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2013";"     723";"     737";"     659";"    1162"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2014";"     718";"     731";"     653";"    1160"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2015";"     718";"     732";"     654";"    1153"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2016";"     721";"     734";"     658";"    1159"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2017*";"     727";"     741";"     664";"    1163"
"Totaal mannen en vrouwen";"Werknemers";"C Industrie";"2018*";"     742";"     756";"     677";"    1182"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2008";"      26";"      26";"      25";"      42"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2009";"      25";"      25";"      24";"      41"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2010";"      26";"      27";"      25";"      43"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2011";"      26";"      26";"      25";"      43"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2012";"      26";"      26";"      24";"      42"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2013";"      27";"      27";"      25";"      44"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2014";"      26";"      26";"      25";"      43"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2015";"      26";"      27";"      25";"      43"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2016";"      26";"      27";"      25";"      42"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2017*";"      26";"      27";"      25";"      44"
"Totaal mannen en vrouwen";"Werknemers";"D Energievoorziening";"2018*";"      27";"      27";"      25";"      46"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2008";"      31";"      32";"      29";"      55"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2009";"      32";"      33";"      30";"      57"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2010";"      32";"      33";"      30";"      57"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2011";"      33";"      33";"      31";"      58"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2012";"      32";"      33";"      30";"      56"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2013";"      32";"      32";"      30";"      57"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2014";"      32";"      32";"      30";"      57"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2015";"      32";"      32";"      30";"      56"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2016";"      32";"      33";"      30";"      57"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2017*";"      33";"      34";"      31";"      59"
"Totaal mannen en vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2018*";"      34";"      35";"      32";"      61"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2008";"     389";"     397";"     361";"     635"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2009";"     380";"     387";"     352";"     620"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2010";"     367";"     374";"     341";"     595"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2011";"     360";"     367";"     334";"     595"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2012";"     346";"     353";"     321";"     567"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2013";"     315";"     322";"     293";"     524"
"Totaal mannen en vrouwen";"Werknemers";"F Bouwnijverheid";"2014";"     297";"     303";"     277";"     506"
